id,scenario,sim_time,created,started,relayed,aborted,dropped,removed,delivered,delivery_prob,response_prob,overhead_ratio,latency_avg,latency_med,hopcount_avg,hopcount_med,buffertime_avg,buffertime_med,distance_avg,d_dist_avg,speed_avg,mobility,router,ttl,seed,buffer_size,message_interval,exp_weight
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msg']_[150M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msg']_[150M]_[35,60]_w[4]",302400.0,6446,652136,652136,0,382807,220264,5060,0.785,0.0,127.8806,4545.8042,1412.0,10.4069,7,19899.479,22708.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'msg',150,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mseE']_[75M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mseE']_[75M]_[5,25]_w[4]",302400.0,20874,163211353,163211353,0,162787314,406277,13639,0.6534,0.0,11965.519,3957.779,1444.0,78.1995,16,42.6229,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mseE',75,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sMe']_[75M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sMe']_[75M]_[35,60]_w[4]",302400.0,6420,24144633,24144633,0,23928184,192280,4763,0.7419,0.0,5068.207,3707.5688,1235.0,35.5679,9,275.6175,46.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sMe',75,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sMe']_[50M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sMe']_[50M]_[5,25]_w[4]",302400.0,20848,115241166,115241166,0,114886341,345760,12432,0.5963,0.0,9268.7206,3636.5261,1076.0,61.0916,16,41.3908,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sMe',50,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['seE']_[75M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['seE']_[75M]_[35,60]_w[4]",302400.0,6428,28140020,28140020,0,27922896,192614,4799,0.7466,0.0,5862.7258,3666.2748,1195.0,35.5889,9,234.7293,37.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'seE',75,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sM']_[75M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sM']_[75M]_[35,60]_w[4]",302400.0,6452,30167164,30167164,0,29949103,194670,4850,0.7517,0.0,6219.0338,3729.4177,1221.0,44.534,9,217.4883,39.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sM',75,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgE']_[50M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgE']_[50M]_[35,60]_w[4]",302400.0,6445,87410754,87410754,0,87227494,168326,4696,0.7286,0.0,18612.8744,3782.8196,1448.0,125.3488,13,51.5972,10.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sgE',50,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['meE']_[200M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['meE']_[200M]_[60, 120]_w[4]",302400.0,3374,337189,337189,0,149073,119090,2674,0.7925,0.0,125.0991,5907.9828,1628.0,10.4443,7,45465.7034,65657.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'meE',200,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ge']_[100M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ge']_[100M]_[25,35]_w[4]",302400.0,10256,102020501,102020501,0,101701919,287648,7543,0.7355,0.0,13524.189,3697.0744,1228.0,92.8909,11,87.7662,15.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'ge',100,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msE']_[150M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msE']_[150M]_[35,60]_w[4]",302400.0,6438,650003,650003,0,377125,222202,5035,0.7821,0.0,128.0969,4664.4703,1502.0,10.2139,7,20205.4259,23906.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'msE',150,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgMe']_[200M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgMe']_[200M]_[35,60]_w[4]",302400.0,6418,644014,644014,0,354152,222071,5015,0.7814,0.0,127.4175,4991.4177,1539.0,10.4263,7,26313.9934,32349.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sgMe',200,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mge']_[100M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mge']_[100M]_[60, 120]_w[4]",302400.0,3387,340621,340621,0,190222,116091,2674,0.7895,0.0,126.3826,4978.558,1506.0,10.3919,7,25111.691,30914.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mge',100,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mge']_[75M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mge']_[75M]_[25,35]_w[4]",302400.0,10266,137507584,137507584,0,137219947,265456,7462,0.7269,0.0,18426.7116,3862.2463,1445.0,121.2452,14,50.3965,10.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mge',75,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['meE']_[200M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['meE']_[200M]_[35,60]_w[4]",302400.0,6437,646401,646401,0,357878,222595,5035,0.7822,0.0,127.3815,5021.6953,1629.0,10.171,7,26261.0843,31955.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'meE',200,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgM']_[100M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgM']_[100M]_[35,60]_w[4]",302400.0,6444,1575500,1575500,0,1335734,207826,4894,0.7595,0.0,320.9248,4154.7834,1302.0,10.6943,7,5551.0842,2600.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mgM',100,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gE']_[50M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gE']_[50M]_[35,60]_w[4]",302400.0,6401,87647344,87647344,0,87469001,163674,4668,0.7293,0.0,18775.2091,3623.1628,1267.0,116.235,13,51.6233,10.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'gE',50,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ge']_[75M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ge']_[75M]_[60, 120]_w[4]",302400.0,3382,342434,342434,0,201920,115494,2611,0.772,0.0,130.1505,4653.8368,1479.0,10.2237,7,19024.7548,21833.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'ge',75,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgE']_[100M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgE']_[100M]_[35,60]_w[4]",302400.0,6445,1661550,1661550,0,1420525,208971,4888,0.7584,0.0,338.9243,4117.1068,1400.0,10.8212,7,5258.3546,2341.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sgE',100,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgE']_[150M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgE']_[150M]_[35,60]_w[4]",302400.0,6442,647478,647478,0,379081,219191,5001,0.7763,0.0,128.4697,4655.2821,1384.0,10.3093,7,20364.2563,23432.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mgE',150,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['m']_[75M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['m']_[75M]_[60, 120]_w[4]",302400.0,3389,346015,346015,0,203053,117184,2635,0.7775,0.0,130.315,4628.5522,1427.0,10.3795,7,18938.0759,21426.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'m',75,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['m']_[100M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['m']_[100M]_[35,60]_w[4]",302400.0,6447,1467110,1467110,0,1224423,210288,4889,0.7583,0.0,299.0839,4024.2379,1353.0,10.5471,7,6005.6529,3476.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'m',100,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mge']_[200M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mge']_[200M]_[25,35]_w[4]",302400.0,10266,1131267,1131267,0,722671,341849,7875,0.7671,0.0,142.653,4461.4344,1470.0,10.3133,7,15736.805,14595.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mge',200,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sE']_[200M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sE']_[200M]_[35,60]_w[4]",302400.0,6442,644335,644335,0,355639,221237,5034,0.7814,0.0,126.9966,5118.8472,1657.0,10.2735,7,26574.6609,32007.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sE',200,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msgE']_[150M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msgE']_[150M]_[60, 120]_w[4]",302400.0,3398,338151,338151,0,169784,116531,2688,0.7911,0.0,124.8002,5302.7463,1417.0,9.9952,7,36354.3284,46793.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'msgE',150,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sMeE']_[100M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sMeE']_[100M]_[35,60]_w[4]",302400.0,6440,1603489,1603489,0,1361316,209653,4908,0.7621,0.0,325.7093,4143.6561,1261.0,10.6033,7,5510.0589,2751.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sMeE',100,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgM']_[150M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgM']_[150M]_[35,60]_w[4]",302400.0,6444,644964,644964,0,377600,217607,5006,0.7768,0.0,127.8382,4687.8348,1417.0,10.304,7,20210.4902,23561.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mgM',150,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['se']_[100M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['se']_[100M]_[35,60]_w[4]",302400.0,6420,1467972,1467972,0,1230012,205578,4887,0.7612,0.0,299.3831,3953.5508,1288.0,10.6587,7,5997.6353,2970.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'se',100,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mg']_[200M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mg']_[200M]_[60, 120]_w[4]",302400.0,3381,339126,339126,0,149860,120180,2679,0.7924,0.0,125.5868,5869.0146,1501.0,10.3572,7,45431.2809,65086.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mg',200,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gME']_[100M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gME']_[100M]_[60, 120]_w[4]",302400.0,3394,340809,340809,0,191360,115913,2675,0.7882,0.0,126.4052,4991.5869,1459.0,10.1907,7,24946.1016,29908.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'gME',100,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgeE']_[200M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgeE']_[200M]_[25,35]_w[4]",302400.0,10235,1129852,1129852,0,724468,339515,7866,0.7685,0.0,142.6374,4414.0979,1367.0,10.5324,7,15587.9086,14859.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sgeE',200,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['se']_[100M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['se']_[100M]_[5,25]_w[4]",302400.0,20843,213654633,213654633,0,213169371,457842,14457,0.6936,0.0,14777.6286,3832.0567,1459.0,88.7962,16,43.2351,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'se',100,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ME']_[150M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ME']_[150M]_[5,25]_w[4]",302400.0,20901,279200959,279200959,0,278624908,531700,15125,0.7236,0.0,18458.5675,3766.8141,1390.0,114.9711,14,48.7361,10.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'ME',150,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gME']_[75M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gME']_[75M]_[60, 120]_w[4]",302400.0,3394,342060,342060,0,203749,113395,2642,0.7784,0.0,128.4701,4606.2619,1393.0,10.2411,7,19163.9185,21708.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'gME',75,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgeE']_[100M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgeE']_[100M]_[35,60]_w[4]",302400.0,6426,1594980,1594980,0,1354984,207392,4877,0.7589,0.0,326.0412,4108.9018,1316.0,10.6674,7,5503.327,2451.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mgeE',100,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['seE']_[75M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['seE']_[75M]_[25,35]_w[4]",302400.0,10248,137398504,137398504,0,137113895,261971,7481,0.73,0.0,18365.3286,3701.6597,1284.0,113.0336,14,49.6712,10.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'seE',75,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msge']_[100M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msge']_[100M]_[25,35]_w[4]",302400.0,10241,113760765,113760765,0,113443860,287263,7575,0.7397,0.0,15016.9228,3705.7427,1301.0,113.1498,11,78.2175,13.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'msge',100,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mg']_[100M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mg']_[100M]_[5,25]_w[4]",302400.0,20851,210530509,210530509,0,210050372,452594,14357,0.6886,0.0,14662.9625,3863.5941,1405.0,89.6444,16,43.9447,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mg',100,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mseE']_[150M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mseE']_[150M]_[60, 120]_w[4]",302400.0,3356,333839,333839,0,165511,117430,2654,0.7908,0.0,124.7871,5705.0068,1640.0,10.3696,7,36471.0749,48979.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mseE',150,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ms']_[100M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ms']_[100M]_[5,25]_w[4]",302400.0,20919,214240430,214240430,0,213755471,458249,14501,0.6932,0.0,14773.1832,3884.4325,1428.0,91.2901,16,43.1832,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'ms',100,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gME']_[50M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gME']_[50M]_[60, 120]_w[4]",302400.0,3394,1537192,1537192,0,1413218,107661,2571,0.7575,0.0,596.8965,3949.5667,1249.0,11.0354,7,2836.8919,855.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'gME',50,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgMe']_[50M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgMe']_[50M]_[5,25]_w[4]",302400.0,20850,115560065,115560065,0,115206014,345392,12342,0.5919,0.0,9362.1555,3664.1475,1071.0,65.8112,16,40.982,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sgMe',50,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msE']_[200M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msE']_[200M]_[35,60]_w[4]",302400.0,6438,649075,649075,0,355091,225313,5088,0.7903,0.0,126.5698,5031.2616,1572.0,10.1643,7,26288.4333,32568.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'msE',200,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgE']_[200M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgE']_[200M]_[35,60]_w[4]",302400.0,6442,646789,646789,0,357092,222933,5053,0.7844,0.0,127.001,5011.356,1439.0,10.2559,7,26405.3818,32208.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mgE',200,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mM']_[50M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mM']_[50M]_[35,60]_w[4]",302400.0,6437,89204636,89204636,0,89024857,164883,4716,0.7326,0.0,18914.3172,3770.8524,1332.0,111.9268,13,51.3506,10.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mM',50,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ge']_[75M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ge']_[75M]_[25,35]_w[4]",302400.0,10256,138628437,138628437,0,138342930,262972,7440,0.7254,0.0,18631.8544,3766.6181,1315.0,114.471,14,49.3393,10.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'ge',75,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mE']_[200M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mE']_[200M]_[35,60]_w[4]",302400.0,6430,646770,646770,0,355335,223286,5071,0.7886,0.0,126.5429,5041.6884,1405.0,10.212,7,25972.5159,31793.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mE',200,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['me']_[50M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['me']_[50M]_[5,25]_w[4]",302400.0,21004,114734578,114734578,0,114380877,345054,12350,0.588,0.0,9289.2492,3710.6206,1072.0,61.2835,16,41.5176,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'me',50,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mMeE']_[75M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mMeE']_[75M]_[25,35]_w[4]",302400.0,10247,140149086,140149086,0,139867345,259256,7442,0.7263,0.0,18831.1803,3715.3504,1333.0,123.7921,14,48.9208,10.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mMeE',75,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mE']_[200M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mE']_[200M]_[25,35]_w[4]",302400.0,10267,1151757,1151757,0,743118,341563,7975,0.7768,0.0,143.4209,4407.6777,1397.0,10.2958,7,15373.7411,14117.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mE',200,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['Me']_[150M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['Me']_[150M]_[5,25]_w[4]",302400.0,20837,282435194,282435194,0,281860128,530626,15182,0.7286,0.0,18602.293,3816.3446,1423.0,121.5032,14,49.1772,10.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'Me',150,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msge']_[75M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['msge']_[75M]_[35,60]_w[4]",302400.0,6448,26124229,26124229,0,25909353,191730,4795,0.7436,0.0,5447.2229,3820.9975,1274.0,37.5499,9,251.6293,45.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'msge',75,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gE']_[50M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gE']_[50M]_[5,25]_w[4]",302400.0,20905,115105010,115105010,0,114755280,341345,12227,0.5849,0.0,9413.0026,3692.5329,1067.0,61.7462,16,41.3966,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'gE',50,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gME']_[150M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gME']_[150M]_[35,60]_w[4]",302400.0,6417,639132,639132,0,375393,214273,4971,0.7747,0.0,127.5721,4721.7236,1335.0,10.099,7,20468.6621,23727.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'gME',150,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgMe']_[75M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgMe']_[75M]_[25,35]_w[4]",302400.0,10273,137275201,137275201,0,136992268,260245,7484,0.7285,0.0,18341.4908,3780.3083,1399.0,118.244,14,49.2933,10.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mgMe',75,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgMe']_[100M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgMe']_[100M]_[35,60]_w[4]",302400.0,6427,1668338,1668338,0,1427938,208295,4874,0.7584,0.0,341.2934,4046.3231,1375.0,10.6034,7,5222.7249,2405.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mgMe',100,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gME']_[75M]_[35,60]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gME']_[75M]_[35,60]_w[4]",302400.0,6417,19509585,19509585,0,19296679,189736,4757,0.7413,0.0,4100.2371,3765.0925,1185.0,25.0553,9,340.176,70.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'gME',75,"35,60",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['M']_[100M]_[5,25]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['M']_[100M]_[5,25]_w[4]",302400.0,20784,209885059,209885059,0,209402722,454866,14283,0.6872,0.0,14693.7461,3837.59,1452.0,89.6802,16,44.1412,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'M',100,"5,25",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gMe']_[75M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['gMe']_[75M]_[60, 120]_w[4]",302400.0,3376,342457,342457,0,204078,113785,2600,0.7701,0.0,130.7142,4469.8354,1503.0,10.4265,7,18923.7611,21380.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'gMe',75,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mM']_[50M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mM']_[50M]_[25,35]_w[4]",302400.0,10245,104773641,104773641,0,104536505,223614,7104,0.6934,0.0,14747.5418,3806.8916,1465.0,84.7043,16,44.3111,9.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mM',50,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgMe']_[200M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['sgMe']_[200M]_[60, 120]_w[4]",302400.0,3393,343243,343243,0,153609,119223,2740,0.8075,0.0,124.2712,5870.0153,1642.0,10.2223,7,46102.0052,65327.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'sgMe',200,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ge']_[50M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['ge']_[50M]_[60, 120]_w[4]",302400.0,3382,1286073,1286073,0,1159885,109853,2536,0.7499,0.0,506.1266,3957.2027,1303.0,10.9235,7,3368.7854,1289.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'ge',50,"60, 120",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgM']_[200M]_[25,35]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mgM']_[200M]_[25,35]_w[4]",302400.0,10238,1126410,1126410,0,720356,340461,7910,0.7726,0.0,141.4033,4384.3686,1362.0,10.4637,7,15694.4984,14668.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mgM',200,"25,35",4
"infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mse']_[150M]_[60, 120]_w[4]","infocom06_EpidemicOracleRouter_[300]ttl_[302400]s_seed['mse']_[150M]_[60, 120]_w[4]",302400.0,3377,334179,334179,0,167692,114797,2630,0.7788,0.0,126.0643,5406.6658,1363.0,10.17,7,37152.1115,49870.0,0.0,0.0,NaN,infocom06,EpidemicOracle,300,'mse',150,"60, 120",4
